lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,label
0.6010288000106812,0.47284889221191406,-0.051812946796417236,0.6131179928779602,0.7032300233840942,-0.0560649037361145,0.6416221261024475,0.7464447021484375,-0.03699062019586563,0.6054763197898865,0.6820489764213562,-0.054272618144750595,0.6450169086456299,0.8723219633102417,-7.757655140494535e-08,move
0.6134725213050842,0.4751521944999695,-0.05367853119969368,0.6291961669921875,0.7000744938850403,-0.06008118763566017,0.6588766574859619,0.7466442584991455,-0.04183206334710121,0.6215624213218689,0.6847016215324402,-0.05711090937256813,0.656051754951477,0.8759008646011353,-9.470562645219616e-08,move
0.627755880355835,0.4716910123825073,-0.059039801359176636,0.643486738204956,0.7143046259880066,-0.06305420398712158,0.6698034405708313,0.7576267123222351,-0.03779003396630287,0.648266077041626,0.6682871580123901,-0.06994932889938354,0.6678955554962158,0.8815482258796692,-8.97793626108978e-08,move
0.6307532787322998,0.46891486644744873,-0.05969992280006409,0.6446861624717712,0.7128334641456604,-0.0628894492983818,0.6739065647125244,0.7581406235694885,-0.038033097982406616,0.6489273905754089,0.686123788356781,-0.06098479405045509,0.6674500107765198,0.8808958530426025,-7.37671399519968e-08,move
0.6336955428123474,0.4694989323616028,-0.059384785592556,0.6524806022644043,0.7173738479614258,-0.062025126069784164,0.6783340573310852,0.7556365132331848,-0.035675253719091415,0.6541101336479187,0.6791428923606873,-0.0626828595995903,0.6719661355018616,0.883270263671875,-1.0353912216487515e-07,move
0.6340763568878174,0.46890172362327576,-0.062139615416526794,0.6532332897186279,0.7198144197463989,-0.06067405641078949,0.6797077059745789,0.7548537850379944,-0.03124515525996685,0.6563514471054077,0.6791689991950989,-0.057442110031843185,0.6718816161155701,0.8840786218643188,-1.3105098162213835e-07,move
0.633952260017395,0.46937477588653564,-0.06308436393737793,0.6537925601005554,0.7196894288063049,-0.060729753226041794,0.6797712445259094,0.7545144557952881,-0.030308833345770836,0.65611332654953,0.6800726652145386,-0.056577377021312714,0.672248125076294,0.8843711614608765,-1.3484839200827992e-07,move
0.6354696750640869,0.46697095036506653,-0.061831071972846985,0.656563401222229,0.7195419073104858,-0.06369209289550781,0.6798458099365234,0.7609008550643921,-0.0363885760307312,0.6586053371429443,0.678957462310791,-0.06261119991540909,0.6721988916397095,0.8862363696098328,-9.650501198166239e-08,move
0.636045515537262,0.4679037928581238,-0.061072561889886856,0.656602144241333,0.7221183180809021,-0.06125778332352638,0.6810298562049866,0.7597243785858154,-0.0325268991291523,0.6585702896118164,0.6828225255012512,-0.05769627168774605,0.6718780398368835,0.8884678483009338,-1.2331710763646697e-07,move
0.6352072954177856,0.46736210584640503,-0.058313898742198944,0.6505111455917358,0.7196657657623291,-0.06352780014276505,0.6766585111618042,0.7623552083969116,-0.03868245705962181,0.6564130783081055,0.6844884157180786,-0.06353596597909927,0.6662307977676392,0.8880279064178467,-7.038317306751196e-08,move
0.6200193166732788,0.47360795736312866,-0.05589159578084946,0.6317325830459595,0.7044233679771423,-0.06080997362732887,0.660093367099762,0.7470188736915588,-0.039500970393419266,0.6434577703475952,0.6865274310112,-0.059515565633773804,0.6476602554321289,0.8871710300445557,-4.943915143940103e-08,move
0.6227902770042419,0.47105127573013306,-0.055012308061122894,0.6361650228500366,0.7115346193313599,-0.059350207448005676,0.6611343026161194,0.7504745721817017,-0.03696826100349426,0.6457616686820984,0.6832857131958008,-0.059234295040369034,0.6494051814079285,0.8826547861099243,-6.070975189231831e-08,move
0.5991086959838867,0.47625288367271423,-0.05595989525318146,0.612242579460144,0.7098022103309631,-0.06214432790875435,0.6379913687705994,0.7402862310409546,-0.041179969906806946,0.6113250255584717,0.6856130361557007,-0.05710955336689949,0.6261946558952332,0.8785005807876587,-3.4611563393127653e-08,move
0.5636821985244751,0.47640398144721985,-0.05741090700030327,0.5624992251396179,0.7207130789756775,-0.06492160260677338,0.5935896039009094,0.7494869232177734,-0.04099227488040924,0.5696355700492859,0.6928026676177979,-0.05482521653175354,0.5812489986419678,0.8789893388748169,-4.7992372742555744e-08,move
0.5632064938545227,0.4750466048717499,-0.05318605527281761,0.5659834742546082,0.7125456929206848,-0.05955015495419502,0.5945562720298767,0.7430127263069153,-0.03845488652586937,0.5691124200820923,0.6952457427978516,-0.04617924243211746,0.5843755602836609,0.879705548286438,-1.145540267089018e-07,move
0.5632807612419128,0.47539371252059937,-0.05258636176586151,0.565625786781311,0.711605966091156,-0.05944306403398514,0.5947986245155334,0.7429829239845276,-0.03838133066892624,0.5693560242652893,0.6946722269058228,-0.0459078773856163,0.5844715237617493,0.8780966997146606,-1.141317298447575e-07,move
0.5210608243942261,0.47239160537719727,-0.06012338399887085,0.5174431204795837,0.7274930477142334,-0.06871512532234192,0.5469236969947815,0.7504653930664062,-0.04381803795695305,0.46906793117523193,0.703481912612915,-0.05268390476703644,0.5415895581245422,0.8653637766838074,-5.8542973135899956e-08,move
0.5189802050590515,0.4786835014820099,-0.06144927442073822,0.5208647847175598,0.724841833114624,-0.06804881244897842,0.548211395740509,0.7510298490524292,-0.04327227175235748,0.46935608983039856,0.7162652015686035,-0.052812427282333374,0.5402185320854187,0.8656724691390991,-8.429203290916121e-08,move
0.4761469066143036,0.47368186712265015,-0.0672588050365448,0.4783131778240204,0.740187406539917,-0.06983977556228638,0.5098469853401184,0.7628288269042969,-0.04139523208141327,0.46625399589538574,0.6935060024261475,-0.05925882235169411,0.5055973529815674,0.86613529920578,-1.0430487407120381e-07,move
0.4313543438911438,0.47513824701309204,-0.06525277346372604,0.42960846424102783,0.734954297542572,-0.06877093017101288,0.46725994348526,0.7629167437553406,-0.043140728026628494,0.3957001566886902,0.7081680297851562,-0.06137154623866081,0.4687899649143219,0.8720101118087769,-1.184618696470352e-07,move
